Size 292,2
-2.644850873869722273e-06,1.816317126041251356e-07
2.686447736523622392e-06,1.816434859495107186e-07
-2.721723718746202552e-06,-4.196322861298643786e-08
2.762730264361064650e-06,-4.195745559596862220e-08
2.291183693268815973e-07,3.488561259909860888e-06
-1.899976252453621461e-07,3.487596882042322624e-06
2.637171323125459335e-08,4.002821503326326006e-06
-2.000671281896311837e-08,4.007906254085199038e-06
2.453775449794050284e-08,4.055636045613727851e-06
-1.810030712498765085e-08,4.064168677810862702e-06
-4.066633931536908091e-08,4.061306714715608989e-06
4.280553618888781514e-08,4.052729815852712744e-06
-2.856096827597917953e-08,4.049874804311871228e-06
3.047794895350361227e-08,4.047047868146295257e-06
0.000000000000000000e+00,4.108899052721635763e-06
0.000000000000000000e+00,4.110017881378825740e-06
0.000000000000000000e+00,4.162683192439518608e-06
-2.729029146555062065e-06,0.000000000000000000e+00
2.771490312785464310e-06,0.000000000000000000e+00
-2.723564887367851437e-06,0.000000000000000000e+00
-2.613079621834924292e-06,0.000000000000000000e+00
2.654283721493587135e-06,0.000000000000000000e+00
2.764693041351290857e-06,0.000000000000000000e+00
1.756588824699002694e-08,3.396604373506339245e-06
-1.753137580872118472e-10,4.114862426348066221e-06
-2.717557817529111090e-09,4.142659926994862069e-06
-1.775646872383017937e-10,4.160352125997188053e-06
2.582061207565441905e-09,4.142442317303952283e-06
-2.466516739545301457e-06,6.331923217695578308e-07
-2.142114064084656689e-06,1.074244113183293966e-06
-1.721138135053104178e-06,1.589896379038851611e-06
-1.282163982651528829e-06,2.130417755247089355e-06
-8.795645750619617788e-07,2.643723604577757636e-06
-5.270315350817376583e-07,3.109036606439394340e-06
5.657641728801770271e-07,3.108613311824234931e-06
9.206773001435619821e-07,2.644320574445195986e-06
1.321577173889879971e-06,2.131595895093094097e-06
1.760512836881006695e-06,1.591042197461485957e-06
2.181976299423740649e-06,1.076206865200907516e-06
2.507242648090123479e-06,6.364278485148224605e-07
2.579233644965779216e-06,-1.551215060910003616e-07
2.252229922817220908e-06,-2.229221136744871236e-07
1.820891211943856642e-06,-1.764918986737779599e-07
1.321541287504143975e-06,-2.266781363875672872e-08
8.129911334982342126e-07,2.507410349502511904e-07
3.358103760468731901e-07,6.341305730540998242e-07
-5.426438296431231326e-08,1.089814124776763220e-06
-3.379690227103981162e-07,1.584248076979472607e-06
-5.023328553213823053e-07,2.076456542859284911e-06
-5.451425646712124190e-07,2.526592067663866521e-06
-4.874204583154006325e-07,2.903784460362423380e-06
-3.577288282727311604e-07,3.175312117323366818e-06
-1.807150821820010366e-07,3.343085027696415898e-06
2.060786292097794482e-08,3.585838433873496388e-06
6.179662812066866566e-08,3.642407355054310221e-06
6.196363058843820166e-08,3.704195772425402768e-06
5.565288276617255256e-08,3.768157088888724715e-06
4.974581458700550677e-08,3.830360064284116631e-06
4.405793905467910044e-08,3.889218380382150919e-06
3.691252223400823812e-08,3.945400599586159195e-06
-2.750933013193655940e-08,3.950004591287072712e-06
-3.177417619228048294e-08,3.894744023234096490e-06
-3.375140069129688465e-08,3.836728304996833491e-06
-3.539562565676489354e-08,3.775436733417776599e-06
-3.695805166700779943e-08,3.712332656161841205e-06
-3.112100287039105059e-08,3.651648202106950246e-06
1.611765058064078101e-08,3.596623613563857979e-06
2.453885731819890132e-08,4.041875168864097195e-06
3.549957014797996013e-08,4.054021867214779051e-06
4.033129894527586644e-08,4.042423532817841502e-06
-3.822041950006840503e-08,4.048770306846621880e-06
-3.117411632268051892e-08,4.062570120261037661e-06
-1.811505095392627162e-08,4.048300099665897805e-06
1.799674795333177482e-08,4.076590760317340478e-06
-1.628798328119593108e-08,4.078950326185608475e-06
0.000000000000000000e+00,4.141525985700777246e-06
0.000000000000000000e+00,4.149295008530573730e-06
0.000000000000000000e+00,4.150430709037274121e-06
0.000000000000000000e+00,4.151583268125038221e-06
0.000000000000000000e+00,4.155402960047148180e-06
0.000000000000000000e+00,4.160492632223516509e-06
0.000000000000000000e+00,4.160689761102616615e-06
0.000000000000000000e+00,4.155550559113073373e-06
0.000000000000000000e+00,4.151843597767830567e-06
0.000000000000000000e+00,4.150761447143637035e-06
0.000000000000000000e+00,4.149726954201776375e-06
0.000000000000000000e+00,4.142080470173672460e-06
-2.724464813984281581e-06,-1.049914385835123137e-09
2.203371795460593610e-07,3.344682276789283519e-06
4.008429511714378728e-07,3.174353112960724891e-06
5.303105655048781440e-07,2.901031074406683503e-06
5.861064391178386397e-07,2.526143288421769207e-06
5.407302203005402095e-07,2.076229049314036984e-06
3.770604283231661844e-07,1.583460466357540352e-06
9.416064992492092474e-08,1.089267033911480981e-06
-2.965334764222918545e-07,6.328332743894069871e-07
-7.737904610331968363e-07,2.499782003400605948e-07
-1.282073743108528337e-06,-2.278121528361134990e-08
-1.781096178106333433e-06,-1.764612193940693017e-07
-2.211945851889687344e-06,-2.229350283983116581e-07
-2.538602929552750902e-06,-1.556915684113529052e-07
-2.715566953892382848e-06,0.000000000000000000e+00
-2.749019692561347928e-06,0.000000000000000000e+00
-2.761700031015097906e-06,0.000000000000000000e+00
-2.697435919754503239e-06,0.000000000000000000e+00
-2.632915873002608126e-06,0.000000000000000000e+00
-2.568872900912322285e-06,0.000000000000000000e+00
-2.621133557831538443e-06,9.396258662716837296e-09
2.662371659271089844e-06,9.435927407086826165e-09
2.609965976763385299e-06,0.000000000000000000e+00
2.673190494056268520e-06,0.000000000000000000e+00
2.738767400065516143e-06,0.000000000000000000e+00
2.802778967298166734e-06,0.000000000000000000e+00
2.790434524835351390e-06,0.000000000000000000e+00
2.756729901320468723e-06,0.000000000000000000e+00
2.765582379449927775e-06,-1.037561115076797709e-09
-7.939289321949935049e-10,4.126186611630227466e-06
3.382935604541818448e-11,4.154826508297954460e-06
-4.086841289466102897e-11,4.154707459131260737e-06
4.676769187625150691e-10,4.126001117704601495e-06
-4.728443827172138238e-08,3.455939446236100657e-06
3.040536121447218783e-07,3.172362547415767910e-06
1.794058815180411455e-07,3.335311038983121158e-06
1.058083486922055504e-07,3.515368886401927133e-06
-1.160942325215308332e-08,4.069553887347176021e-06
3.066649388922458059e-07,2.563098513998828108e-06
-8.021354481602576738e-09,3.972431763552159171e-06
-1.041838645106916468e-07,2.160108430031096016e-06
-2.666756664023917623e-06,6.278862649058587797e-09
2.707404057787308558e-06,8.319184160543035524e-09
-1.100387018485988837e-07,1.666883471751289371e-06
1.962306859561887936e-08,3.393570931148498966e-06
3.768156383204174211e-09,4.090865987926582521e-06
-1.384990054394271867e-07,3.335976672624079889e-06
-6.008053203430768334e-08,3.528679589476219877e-06
4.768116397085229523e-07,1.183763217526165515e-06
-1.109871205241445685e-06,1.597481870935772184e-06
6.084815024387504552e-10,4.117962905204921635e-06
3.800734214068692553e-08,3.665412461629460125e-06
-1.244459999696941023e-08,3.866598023683124967e-06
-3.897111648842203678e-08,3.529942406909949028e-06
-1.044104813381468710e-09,4.117668414753669974e-06
